date,store_nbr,family,sales,onpromotion,city,state,type,cluster,year,month,day,day_of_week,week_of_year,is_weekend,quarter,type_encoded,family_encoded,predicted_sales
2013-01-01,1,HOME CARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,18,-3.8063493
2013-01-01,1,LADIESWEAR,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,19,-18.010519
2013-01-01,1,LAWN AND GARDEN,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,20,-18.010519
2013-01-01,1,LINGERIE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,21,-18.010519
2013-01-01,1,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,22,6.1730676
2013-01-01,1,MAGAZINES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,23,-13.543129
2013-01-01,1,MEATS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,24,199.72612
2013-01-01,1,PERSONAL CARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,25,140.75095
2013-01-01,1,PET SUPPLIES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,26,-22.610306
2013-01-01,1,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,27,-22.610306
2013-01-01,1,POULTRY,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,28,206.93745
2013-01-01,1,PREPARED FOODS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,29,49.009014
2013-01-01,1,PRODUCE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,30,39.844795
2013-01-01,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,31,-68.13092
2013-01-01,1,SEAFOOD,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,32,-61.023148
2013-01-01,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,0,-65.41333
2013-01-01,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,1,-67.23018
2013-01-01,10,BEAUTY,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,2,-66.88136
2013-01-01,10,BEVERAGES,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,3,900.19855
2013-01-01,10,BOOKS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,4,-120.134224
2013-01-01,10,BREAD/BAKERY,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,5,154.77519
2013-01-01,10,CELEBRATION,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,6,-134.77414
2013-01-01,10,CLEANING,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,7,767.82605
2013-01-01,10,DAIRY,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,8,248.1544
2013-01-01,10,DELI,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,9,56.090446
2013-01-01,10,EGGS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,10,5.641424
2013-01-01,10,FROZEN FOODS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,11,-8.171423
2013-01-01,10,GROCERY I,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,12,2238.4602
2013-01-01,10,GROCERY II,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,13,-23.812708
2013-01-01,10,HARDWARE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,14,-26.960651
2013-01-01,10,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,15,-26.960651
2013-01-01,10,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,16,-26.960651
2013-01-01,10,HOME APPLIANCES,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,17,-26.960651
2013-01-01,10,HOME CARE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,18,-5.00861
2013-01-01,10,LADIESWEAR,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,19,-19.212801
2013-01-01,10,LAWN AND GARDEN,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,20,-19.212801
2013-01-01,10,LINGERIE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,21,-19.212801
2013-01-01,10,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,22,4.9708
2013-01-01,10,MAGAZINES,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,23,-14.745409
2013-01-01,10,MEATS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,24,114.60639
2013-01-01,10,PERSONAL CARE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,25,100.93455
2013-01-01,10,PET SUPPLIES,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,26,-55.201187
2013-01-01,10,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,27,-55.201187
2013-01-01,10,POULTRY,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,28,95.90928
2013-01-01,10,PREPARED FOODS,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,29,-63.819344
2013-01-01,10,PRODUCE,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,30,-42.532963
2013-01-01,10,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,31,-91.53274
2013-01-01,10,SEAFOOD,0.0,0,Quito,Pichincha,C,15,2013,1,1,1,1,0,1,3,32,-90.36556
2013-01-01,11,AUTOMOTIVE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,0,4.955656
2013-01-01,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,1,3.1388073
2013-01-01,11,BEAUTY,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,2,3.4876232
2013-01-01,11,BEVERAGES,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,3,1388.8062
2013-01-01,11,BOOKS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,4,-8.120832
2013-01-01,11,BREAD/BAKERY,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,5,331.41302
2013-01-01,11,CELEBRATION,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,6,7.9565144
2013-01-01,11,CLEANING,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,7,1061.9146
2013-01-01,11,DAIRY,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,8,475.62787
2013-01-01,11,DELI,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,9,235.75438
2013-01-01,11,EGGS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,10,97.79838
2013-01-01,11,FROZEN FOODS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,11,83.98558
2013-01-01,11,GROCERY I,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,12,4414.014
2013-01-01,11,GROCERY II,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,13,22.214252
2013-01-01,11,HARDWARE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,14,19.066307
2013-01-01,11,HOME AND KITCHEN I,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,15,19.066307
2013-01-01,11,HOME AND KITCHEN II,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,16,19.066307
2013-01-01,11,HOME APPLIANCES,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,17,19.066307
2013-01-01,11,HOME CARE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,18,57.072636
2013-01-01,11,LADIESWEAR,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,19,24.681787
2013-01-01,11,LAWN AND GARDEN,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,20,24.681787
2013-01-01,11,LINGERIE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,21,24.681787
2013-01-01,11,"LIQUOR,WINE,BEER",0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,22,48.86541
2013-01-01,11,MAGAZINES,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,23,29.149176
2013-01-01,11,MEATS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,24,321.96115
2013-01-01,11,PERSONAL CARE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,25,231.69736
2013-01-01,11,PET SUPPLIES,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,26,-10.269673
2013-01-01,11,PLAYERS AND ELECTRONICS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,27,-10.269673
2013-01-01,11,POULTRY,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,28,196.81644
2013-01-01,11,PREPARED FOODS,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,29,-6.951976
2013-01-01,11,PRODUCE,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,30,-24.518219
2013-01-01,11,SCHOOL AND OFFICE SUPPLIES,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,31,-26.00399
2013-01-01,11,SEAFOOD,0.0,0,Cayambe,Pichincha,B,6,2013,1,1,1,1,0,1,2,32,-24.836815
2013-01-01,12,AUTOMOTIVE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,0,-47.490322
2013-01-01,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,1,-49.307182
2013-01-01,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,2,-48.958366
2013-01-01,12,BEVERAGES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,3,724.9401
2013-01-01,12,BOOKS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,4,-113.39797
2013-01-01,12,BREAD/BAKERY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,5,150.26372
2013-01-01,12,CELEBRATION,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,6,-117.43635
2013-01-01,12,CLEANING,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,7,728.58826
2013-01-01,12,DAIRY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,8,243.64299
2013-01-01,12,DELI,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,9,51.579018
2013-01-01,12,EGGS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,10,1.1299763
2013-01-01,12,FROZEN FOODS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,11,-12.682837
2013-01-01,12,GROCERY I,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,12,1547.9253
2013-01-01,12,GROCERY II,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,13,-14.633915
2013-01-01,12,HARDWARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,14,-17.78186
2013-01-01,12,HOME AND KITCHEN I,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,15,-17.78186
2013-01-01,12,HOME AND KITCHEN II,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,16,-17.78186
2013-01-01,12,HOME APPLIANCES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,17,-17.78186
2013-01-01,12,HOME CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,18,4.1701665
2013-01-01,12,LADIESWEAR,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,19,-10.034008
2013-01-01,12,LAWN AND GARDEN,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,20,-10.034008
2013-01-01,12,LINGERIE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,21,-10.034008
2013-01-01,12,"LIQUOR,WINE,BEER",0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,22,14.149578
2013-01-01,12,MAGAZINES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,23,-5.5666413
2013-01-01,12,MEATS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,24,121.10622
2013-01-01,12,PERSONAL CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,25,107.43435
2013-01-01,12,PET SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,26,-48.70135
2013-01-01,12,PLAYERS AND ELECTRONICS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,27,-48.70135
2013-01-01,12,POULTRY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,28,47.45292
2013-01-01,12,PREPARED FOODS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,29,-76.52193
2013-01-01,12,PRODUCE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,30,-95.350655
2013-01-01,12,SCHOOL AND OFFICE SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,31,-90.99537
2013-01-01,12,SEAFOOD,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,32,-89.82819
2013-01-01,13,AUTOMOTIVE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,0,-40.310368
2013-01-01,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,1,-42.12722
2013-01-01,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,2,-41.778404
2013-01-01,13,BEVERAGES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,3,732.1201
2013-01-01,13,BOOKS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,4,-106.21801
2013-01-01,13,BREAD/BAKERY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,5,157.44368
2013-01-01,13,CELEBRATION,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,6,-110.256386
2013-01-01,13,CLEANING,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,7,735.76825
2013-01-01,13,DAIRY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,8,250.82295
2013-01-01,13,DELI,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,9,58.75898
2013-01-01,13,EGGS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,10,8.309927
2013-01-01,13,FROZEN FOODS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,11,-5.5028744
2013-01-01,13,GROCERY I,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,12,1555.1052
2013-01-01,13,GROCERY II,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,13,-16.031546
2013-01-01,13,HARDWARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,14,-19.179491
2013-01-01,13,HOME AND KITCHEN I,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,15,-19.179491
2013-01-01,13,HOME AND KITCHEN II,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,16,-19.179491
2013-01-01,13,HOME APPLIANCES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,17,-19.179491
2013-01-01,13,HOME CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,18,2.7725356
2013-01-01,13,LADIESWEAR,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,19,-11.431639
2013-01-01,13,LAWN AND GARDEN,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,20,-11.431639
2013-01-01,13,LINGERIE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,21,-11.431639
2013-01-01,13,"LIQUOR,WINE,BEER",0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,22,12.751947
2013-01-01,13,MAGAZINES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,23,-6.964272
2013-01-01,13,MEATS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,24,121.10622
2013-01-01,13,PERSONAL CARE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,25,107.43435
2013-01-01,13,PET SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,26,-48.70135
2013-01-01,13,PLAYERS AND ELECTRONICS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,27,-48.70135
2013-01-01,13,POULTRY,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,28,47.45292
2013-01-01,13,PREPARED FOODS,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,29,-76.52193
2013-01-01,13,PRODUCE,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,30,-95.350655
2013-01-01,13,SCHOOL AND OFFICE SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,31,-90.99537
2013-01-01,13,SEAFOOD,0.0,0,Latacunga,Cotopaxi,C,15,2013,1,1,1,1,0,1,3,32,-89.82819
2013-01-01,14,AUTOMOTIVE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,0,-52.24732
2013-01-01,14,BABY CARE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,1,-54.064175
2013-01-01,14,BEAUTY,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,2,-53.71535
2013-01-01,14,BEVERAGES,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,3,720.18317
2013-01-01,14,BOOKS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,4,-118.15495
2013-01-01,14,BREAD/BAKERY,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,5,145.50676
2013-01-01,14,CELEBRATION,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,6,-122.19333
2013-01-01,14,CLEANING,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,7,766.67914
2013-01-01,14,DAIRY,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,8,254.54225
2013-01-01,14,DELI,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,9,31.984468
2013-01-01,14,EGGS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,10,-3.4026928
2013-01-01,14,FROZEN FOODS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,11,-17.215483
2013-01-01,14,GROCERY I,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,12,1632.7344
2013-01-01,14,GROCERY II,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,13,-28.691818
2013-01-01,14,HARDWARE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,14,-31.839764
2013-01-01,14,HOME AND KITCHEN I,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,15,-31.839764
2013-01-01,14,HOME AND KITCHEN II,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,16,-31.839764
2013-01-01,14,HOME APPLIANCES,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,17,-31.839764
2013-01-01,14,HOME CARE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,18,-9.887726
2013-01-01,14,LADIESWEAR,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,19,-24.091917
2013-01-01,14,LAWN AND GARDEN,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,20,-24.091917
2013-01-01,14,LINGERIE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,21,-24.091917
2013-01-01,14,"LIQUOR,WINE,BEER",0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,22,0.0916875
2013-01-01,14,MAGAZINES,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,23,-19.624544
2013-01-01,14,MEATS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,24,144.3954
2013-01-01,14,PERSONAL CARE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,25,101.23036
2013-01-01,14,PET SUPPLIES,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,26,-52.47128
2013-01-01,14,PLAYERS AND ELECTRONICS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,27,-52.47128
2013-01-01,14,POULTRY,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,28,43.68301
2013-01-01,14,PREPARED FOODS,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,29,-80.55221
2013-01-01,14,PRODUCE,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,30,-84.40503
2013-01-01,14,SCHOOL AND OFFICE SUPPLIES,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,31,-120.763275
2013-01-01,14,SEAFOOD,0.0,0,Riobamba,Chimborazo,C,7,2013,1,1,1,1,0,1,3,32,-119.59609
2013-01-01,15,AUTOMOTIVE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,0,-38.631596
2013-01-01,15,BABY CARE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,1,-40.44845
2013-01-01,15,BEAUTY,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,2,-40.099632
2013-01-01,15,BEVERAGES,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,3,733.7989
2013-01-01,15,BOOKS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,4,-104.539246
2013-01-01,15,BREAD/BAKERY,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,5,159.12245
2013-01-01,15,CELEBRATION,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,6,-108.57762
2013-01-01,15,CLEANING,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,7,737.447
2013-01-01,15,DAIRY,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,8,252.50172
2013-01-01,15,DELI,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,9,60.437744
2013-01-01,15,EGGS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,10,9.988699
2013-01-01,15,FROZEN FOODS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,11,-3.8241043
2013-01-01,15,GROCERY I,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,12,1556.7839
2013-01-01,15,GROCERY II,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,13,-14.352776
2013-01-01,15,HARDWARE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,14,-17.500721
